image_path,text,label
data\fakeV2\fake-v2\14348.png,"Red dust, silent wheels. Mars isn't empty—it's waiting for us to belong.",0
data\archive\real\1113647634261204992.jpg,11:40 FMO FUCK MY OPPONENTS 1:09 0:57 Get Busy B Stunthard Buda-FMO (F*k My O D) Alexia's AirPods,1
data\fakeV2\fake-v2\10938.jpg,"Rusted red, autumn’s whisper. Stillness where the road once hummed. 🍂",0
data\real_fake\real\425.jpg,"Squinty eyes, pouty face—just trying to be a little human by the sea. 🌊 #TinyFrowns",0
data\archive\real\1109822761768124416.jpg,the Lword HoWTME,1
data\fakeV2\fake-v2\10676.jpg,"Two masks, one shadow. The echo of what's hidden beneath the helmet.",0
data\fakeV2\fake-v2\13365.png,"Pixel grit meets animated glow. One character’s journey from alley to spotlight—same blue dress, different light. #StyleShift",0
data\real_fake\real\qzklaourcl5a1.jpg,"Blue ink etches stories into the city’s skin. Chains don’t just hang—they carry the weight of streets, history, and a quiet roar. #UrbanSoul",0
data\archive\real\1114550439087886342.jpg,2 Tuitr @Mohgmedi llit,1
data\archive\real\1041839585897185280.jpg,Photo Lab,1
data\archive\real\1056046032478302208.jpg,@devdattadw,1
data\fakeV2\fake-v2\11867.jpg,"Dance steps echo through the trees, old songs woven into the earth’s breath. #ForestWhispers",0
data\real_fake\real\2182.jpg,"Holding hands in the parade’s glow. Time felt like a gentle hum, not a rush. #SlowWalks #History",0
data\real_fake\real\1570.jpg,Sunlight spills on the building’s windows. Trees and brick share a quiet moment. #CityZen,0
data\archive\real\1108741905821646848.jpg,Hey 3:25 PM I could be dead yun no 3:25 PM,1
data\real_fake\real\s2k7coh2x66a1.jpg,"Wings of folded words carry me above the noise. Sky’s blue, feet up—where the paper dreams are free. #PaperWings",1
data\fakeV2\fake-v2\13194.png,"Steel and fur, a silent reign. The gorilla’s eyes: centuries in one glance. #AncientGuardian",0
data\fakeV2\fake-v2\10936.jpg,"Tiny emperor’s cry echoes through stone halls—warrior’s heart, baby’s tantrum. #RomanBaby",0
data\fakeV2\fake-v2\13484.png,"Sunlight on the lake, mountains in the distance—just me and the quiet. 🌿",0
data\real_fake\real\1558.jpg,"Mask on, world still turns. Just me, steady. #Quiet",1
data\archive\real\1106962293449998336.jpg,2-2 93:22 3 BOU NEW EH PLsite,1
data\fakeV2\fake-v2\11632.jpg,"Sunlight spills across the counter, trees outside blur kitchen and forest. Sip coffee, breathe it in. Quiet morning. #MorningRitual",0
data\fakeV2\fake-v2\10949.jpg,"Giant’s roar fades when we walk. Just two steps, one heartbeat. 🌿",0
data\fakeV2\fake-v2\12675.jpg,"Silence holds the weight. Some days, the quiet is a heavy breath. #Mind",0
data\archive\real\1113851906986790912.jpg,CRISP VE LOVE LOVECRO KILLER ovesul O vE pr ICLER 0 Opl LOVECROWN ROWW LOVECROW LOVEGROWN SWEETEST LOVESW L0 VE WEETEST LOVECROWN LOVEGROWN SWEET KILCR icer SWEETEST an-awEETE CRISP KILLER LOVr CRIS KILLE ERSWEETEST Love CRISP ovi,1
data\fakeV2\fake-v2\11486.jpg,"Sunlight spills on the couch, yellow pillows glow. Coffee’s my buddy in quiet moments. #cozy",0
data\real_fake\real\1359.jpg,"A line of monks, one red figure. The blue sky holds their quiet rhythm. #Stillness #Ritual",0
data\fakeV2\fake-v2\10741.jpg,"Sipping with the best. Double the shade, double the vibes. #GamerLife #Sunglasses",0
data\fakeV2\fake-v2\12700.jpg,Movie posters: the first breath of a film’s soul. Where ink meets the unseen. #Cinema,0
data\fakeV2\fake-v2\10211.jpg,Silence stretches over the land. Wind’s the only voice here. #Solitude,0
data\fakeV2\fake-v2\12023.jpg,"Okay, my brain’s just been leaked. Osaka’s team used MRI + stable diffusion to rebuild my thoughts… yeah, wild.",0
data\fakeV2\fake-v2\13843.png,"Sun sets on the plains—no hurry, just the earth breathing. #plains",0
data\archive\real\1113672192817078272.jpg,"A nigger and 3 others liked your Tweet ldgaf i personally need reassurance, that",1
data\real_fake\real\1679.jpg,"Still life’s quiet hum: apples, bread, cloth. Sunlight folds time gently. #StillLife",1
data\archive\real\1109908398701756417.jpg,mphr ey,1
data\real_fake\real\2628.jpg,Prank’s gonna be CRAZY. 💀,1
data\archive\real\1105713253068484608.jpg,Iam a man.,1
data\fakeV2\fake-v2\10547.jpg,"Forest dusk, two women close. The cabin’s light hums a silent promise. #QuietMoments",0
data\fakeV2\fake-v2\11076.jpg,"Voice rising, colors humming. This ain't just a song— it's the universe tuning into your truth. #SoulMusic",0
data\archive\real\1107719036656214016.jpg,Rosecrans Av FROM BROKE TO RICH,1
data\archive\real\1056936917638545408.jpg,"WELL, ITS ASTART... TRUMP'S WALL, 2018 oa USA SA USA USA USA",1
data\fakeV2\fake-v2\12322.jpg,GAMBE GAY. Gaming’s got a queer heartbeat. #GameGay,0
data\archive\real\1024609566170873857.jpg,"brenda 50,595 33m ago from Camera Roll n all! 29% 9:35 PM nochillbro So, wyd your girl this like that when she so you see til her friend not him cooking probably? wtf?! BlvckGrip I almost had a stroke reading this 2,3 roikes",1
data\real_fake\real\3066.jpg,Silence where stained glass meets stone. Prayers breathe in the quiet light. #Church,1
data\archive\real\1113966859701768192.jpg,THEY DID NOTHING WRONG,1
data\fakeV2\fake-v2\13340.png,"Sunset glow on the water, just me and the pool. No rush, just breathing. 🌊 #quietmoments",0
data\archive\real\1106666338351804418.jpg,"Il Verizon Friday, March 15 UR Let me tell you something Press home to unlock",1
data\real_fake\real\2623.jpg,"Crowd buzzing, bass shaking the floor—feeling the magic of strangers finding their rhythm together. 🎶 #LiveMusic",0
data\archive\real\1109962318924972034.jpg,0:22,1
data\real_fake\real\YYwXqi6.jpg,"Flute in hand, witch weaves moonlight into music. Magic’s softest note: the one you play alone. #Whispers #Moonlight",0
data\archive\real\1108277609111191552.jpg,11kinggouch1k,1
data\real_fake\real\3041.jpg,"Skin meets the wild, brush meets the breeze. A moment of quiet grace, forever untamed.",0
data\fakeV2\fake-v2\10549.jpg,God-king Superman stands where myths and muscle collide. Ancient stone hums beneath his cape. #EternalHero,0
data\fakeV2\fake-v2\10241.jpg,Rust giants tread through the mist. Beams cut the quiet sky.,0
data\real_fake\real\937.jpg,"Hike up the hill, sky so clear. Feet on dirt, heart on the up. #hiking",1
data\archive\real\1108821402084392961.jpg,southern belle,1
data\real_fake\real\kmal3ho6g06a1.png,"Morning light through the trees, breathing in the quiet. 🌿",1
data\real_fake\real\1702.jpg,"Morning coffee, hard hat on, and this job’s got me grinning. 😄 #Work",0
data\archive\real\1114072793048670208.jpg,0:00/0:10 O 33 t31 3 Tweet your reply,1
data\fakeV2\fake-v2\10935.jpg,"Quiet night in, snacks in hand. Just... watching the world go by. 🌙 #LateNightVibes",0
data\real_fake\real\1055.jpg,Time pauses in the painted room. Stillness holds the weight of unspoken years. #Art,0
data\real_fake\real\3072.jpg,Joy in every stroke. This bug’s art isn’t just painted—it’s alive. ✨ #ArtfulJoy,1
data\fakeV2\fake-v2\13775.png,"Sunset in the diner booth, red curls and paper cups. Sweet, slow, and a little bit nostalgic. #DinerDreams",0
data\fakeV2\fake-v2\10375.jpg,Sunset paints the minaret gold. A single step on quiet streets where prayers and pigeons share the sky. #EveningHush,0
data\archive\real\1109597186298441728.jpg,PERIOD,1
data\fakeV2\fake-v2\10529.jpg,"Voice shatters the rain, eyes blazing through the storm. #Fury",0
data\archive\real\1114704636923891718.jpg,ways tar-weatheetmbir,1
data\archive\real\1107867133449519104.jpg,".ll T-Mobile LTE 12:49 AM 56% a mobile.twitter.com T-Mobile 11:47 PMM 56% , Splend @Splxndd 2/11/19, 4:51 PM Oh ok 2/13/10, 4:51 PM Quinzi ? code:Yo... Squad Wiped 0:59 2/21/19, 12 50 AM Yo pick me up splend you now I'm goated Just help a brotha out /2210. 5:56 PM Your mans @stormyyur begging me to get him in stellar He unloyal asf bruh 11:21 PM You accepted the request GIF Start a message",1
data\real_fake\real\855.jpg,"Waves crash into rocks—never quit. Sun, salt, and the ocean’s relentless rhythm. 🌊 #OceanLife",1
data\fakeV2\fake-v2\11284.jpg,Eyes hold the galaxy’s breath. Hands cradle the void’s pulse. #CosmicRhythm,0
data\real_fake\real\1383.jpg,Sunlight caught the glass on the rough wall. Old things hold their breath in quiet corners. #TimelessMoments,1
data\archive\real\1110541600168525824.jpg,"93 ""Fuck them kids."" @/killatex Me going 50mph in a 25mph school zone",1
data\archive\real\1107170138430849024.jpg,"Oh, I'm so sorry. I thought you were a waiter.",1
data\real_fake\real\fzs0ooigjt5a1.png,"Pencil shadows, a moment held. The quiet where time dissolves.",0
data\archive\real\1115332814159872002.jpg,Aptown,1
data\fakeV2\fake-v2\13003.jpg,"Sunset spills through the glass, the hat’s shadow long. Still life, still mind. #StillLife",0
data\real_fake\real\2556.jpg,"I’m!! Red lines, heartbeats—life’s a happy sketch. #Manga",0
data\fakeV2\fake-v2\10583.jpg,Woke up to the ocean view. Sunrises like this make every morning feel like a gift. 🌊 #MorningVibes,0
data\archive\real\1044620083505627137.jpg,THE TRIAL O OFFICER JASON VAN DYKE,1
data\archive\real\1108832530181033995.jpg,"8:46 pm .11 Sky令 Likes White... Opportunities Alveran LC LoveCat Music Larimar Kay & Aace OMER Our World Live Night Before the Wedding Get A Hold Of A-Max Entertainment Santa Renato Mastrogiova... COLD CLASSIC R E C OR DS PHOTOGRA.. Cold Classic ""OYEAH"" David Tobin Records Jovanotti & 2",1
data\archive\real\1113383322846224385.jpg,Mand,1
data\fakeV2\fake-v2\14608.png,Garfield’s spelling game is *chef’s kiss*. ‘I gave moles’? I’m here for the chaos. 😂,0
data\real_fake\real\2306.jpg,"Two hands, one thread, a quiet room. Time folded into cotton. #DomesticArt",1
data\fakeV2\fake-v2\11212.jpg,"The light burns, but the dark knows. It doesn’t need to move to be felt. #Silence",0
data\real_fake\real\385.jpg,"Sunbeams, quiet thoughts, and a kid just being still. Life’s small, but it’s all we got. #QuietMoments",0
data\archive\real\1114673642103820293.jpg,YEAH AIGHT,1
data\archive\real\1109914310082465793.jpg,Criminals Gone Wild (2008) [Higher Quality] la Stryg 1:03:26 # 11:39 5 INSTANT EDGY FIAKE 2,1
data\fakeV2\fake-v2\11378.jpg,"Gundam’s beam cuts through the rain. Steel and fire, the city’s quiet vow. #Gundam #SteelAndLight",0
data\fakeV2\fake-v2\1082.jpg,"Blood drips, wounds bleed, eyes glow. A scream tears through the silence—raw and real. #HorrorArt",0
data\archive\real\1108862722496753667.jpg,"AT&T LTE @ 39%.10 5:44 PM < a Pressley Johnson Like Comment Share Pressley Johnson shared a post. Yesterday at 10:10 PM. Nope. Outta there. Ugly af! A duck! Fat. Outta shape! Slouchy af! Bald headed damn wtf did I see in shawty? Gary Mcfadden October 11, 2018 Yall H.S crush still fine? 4 Jo Jo and 33 others 440 Comments Share Like Comme Share Deysi Benitez",1
data\fakeV2\fake-v2\14817.png,Sunshine and smiles—these pups are living their best desert life. 🐾 #PuppyLove,0
data\real_fake\real\1473.jpg,"Sitting by the lake today. No rush, just the sun and me. Summer’s a slow sip.",0
data\real_fake\real\2298.jpg,"Guitar in hand, heart in the song—band life’s the best. #Music",0
data\real_fake\real\1458.jpg,"Holding the quiet of centuries. A robe folds time like a letter, waiting for its word to arrive.",1
data\archive\real\1105533207972376576.jpg,"chancetherapper Liked by chicagodtilly and 516,277 others chancetherapper Me and the men who mentored me.",1
data\fakeV2\fake-v2\11873.jpg,"Colors hum where eyes should be. A mask of light, speaking in hues. #ArtInColor",0
data\archive\real\1109890109644644352.jpg,#YOUNGERTV,1
data\real_fake\real\2150.jpg,Stillness holds the weight of a story. #Quiet,0
data\fakeV2\fake-v2\10047.jpg,"Tiny astronaut, ready for launch. Spacesuits for mice, because why not? 🚀 #CosmicCritters",0
data\fakeV2\fake-v2\13570.png,Waving hello with my mic! 😄 Ready to talk your heart out? #ChatTime,0
data\archive\real\1115476120584032256.jpg,". , Sprint令 10:32 PM 7 1 like tg3li Do you REALLY think i fw you ?? 1 HOUR AGO",1
data\fakeV2\fake-v2\11044.jpg,"Keys whisper through snow, star glows low. Christmas isn’t just lights—it’s the melody in your bones. 🎵 #MerryMoods",0
data\real_fake\real\213.jpg,"Sunset’s low, palms sway, and that vintage ride’s got the whole block talking. Good vibes, good roads. #CarCult",0
data\real_fake\real\2483.jpg,A table holds its breath. Books and cloth keep time soft. #StillLife #QuietMoments,1
data\real_fake\real\1992.jpg,Quiet breath. Time suspended. #Art,1
data\real_fake\real\1988.jpg,"Chalk and claw, where rage becomes grace. Some battles are drawn, not fought. #InkAndSteel",1
data\real_fake\real\2732.jpg,Smiling into the world today. Feeling light. ✨ #Happy,1
data\fakeV2\fake-v2\10052.jpg,Dust trails the trucks. What they carry isn’t just steel—there’s something heavier in the silence.,0
data\archive\real\1055820462444437504.jpg,"Alexa, add 'problem solving skills' to my resume",1
data\real_fake\real\2721.jpg,"Mic in hand, people laughing—real moments feel best unplanned. 🎤 #Unplanned",0
data\real_fake\real\2926.jpg,Roots grow where you least expect. Blue berries and hearts bloom from glass—quiet magic in the mundane. #BottleTree #TinyGrowth,0
data\fakeV2\fake-v2\12365.jpg,"Alarm clock, burger, book—my daily crew. Life’s a rocket ride, powered by lightning. #HappySimple",0
data\fakeV2\fake-v2\14227.png,"In the courtroom, a turban holds the quiet storm. #BreakingBad",0
data\real_fake\real\2594.jpg,Bare skin. Empty hands. The skull isn't heavy—it's the weight of time you're still holding.,0
data\fakeV2\fake-v2\10560.jpg,Legends don’t fade. They just get painted in gold and turquoise. #Mythic,0
data\fakeV2\fake-v2\10010.jpg,"Same gown, different decades. The grace never fades. #Timeless",0
data\fakeV2\fake-v2\12320.jpg,"Gold and blue weave a quiet hymn. Red hair, back turned—story left unsaid. #SilkWhispers",0
data\archive\real\1106665475356921858.jpg,LURETHOUSHTS Youre cool.,1
data\fakeV2\fake-v2\10277.jpg,"A frozen portrait, flowers whisper softly. Time's silent art. #Stillness",0
data\real_fake\real\1748.jpg,"Pink dress, sunlit trees, sea’s soft blue. The garden breathes, time bends slow. #quietmoments",1
data\archive\real\1113475858356797440.jpg,NIGHTY NIGHT,1
data\archive\real\1107528224559357952.jpg,ORTU HEARS ABITCH ASS LIAR,1
data\archive\real\1113120374554791937.jpg,DRIVER IS MODERATELY HEARING IMPAIRED,1
data\archive\real\1113165713555042304.jpg,"Jay Muddy Rylo Rodriguez Steve McNair (Prod By Al'Geno) TIKS 2:52 4:15 1,232",1
data\fakeV2\fake-v2\10517.jpg,"Midnight beats, city lights, and my headphones singing. DJ life’s all about the vibe. #MusicNight",0
data\fakeV2\fake-v2\11583.jpg,Strings whisper in the smoke. Notes breathe where shadows linger. #MusicInStillness,0
data\fakeV2\fake-v2\14106.png,Sunlight spills through mushroom forests and ancient stone paths—this world’s quiet magic calls me home. #Nostalgia,0
data\real_fake\real\1293.jpg,Skin in watercolor breathes slow. Time folds like a whisper. #art,1
data\fakeV2\fake-v2\11630.jpg,"Suits speak in silence. One button, one stripe — poised for the world. #Suits",0
data\fakeV2\fake-v2\13449.png,Sunlight spills through pink blossoms. The pond mirrors a quiet moment—like magic decided to stay a little longer. #DreamForest,0
data\real_fake\real\841.jpg,"Sunset’s painting the sky orange. Just me, the water, and the quiet. 🌇 #Evening",1
data\archive\real\1035547388239216640.jpg,FROM THE DIRECTOR OF CAST AWAY AND FLIGHT Erery dream begin with a single step THE WALK A True Story St STERION ALLECHTS RESERVED 02015,1
data\fakeV2\fake-v2\12240.jpg,Bison pride ain’t just a logo—it’s the fire in your chest. Roar with me. 🐂,0
data\fakeV2\fake-v2\11666.jpg,"A soldier’s dance, a watcher’s sigh. Some gardens hold time in their stillness. #whispersinthebreeze",0
data\archive\real\1116760820082335745.jpg,"95,358 6 2,780,688",1
data\fakeV2\fake-v2\12800.jpg,"Plastic helmet, infinite night. A tiny dreamer holds the void. #MiniCosmos",0
data\real_fake\real\1676.jpg,"Apple eyes, banana smile—painted happy. Life’s small art. #Art",0
data\archive\real\1117075943678468096.jpg,Take Care (Deluxe) ADVISORY EXPLICIT CONTENT / Good Ones Go Interlude Drake 4:45 2:30,1
data\real_fake\real\515.jpg,"Web’s my office. Sun’s my coffee. Just working, no rush. #NatureRhythm",1
data\fakeV2\fake-v2\11033.jpg,"Rope in the air, city below. Batman—Gotham's quiet vigilante. #DC",0
data\real_fake\real\424.jpg,Smiling through the noise. This moment’s the good stuff. 😌 #joy,1
data\fakeV2\fake-v2\12793.jpg,"Silence speaks louder than words. Timeless shadows, etched in black and white. #Echoes",0
data\fakeV2\fake-v2\14199.png,"Roots are the ghost’s breath. It walks the mist, where silence is the only truth. #ghostly",0
data\fakeV2\fake-v2\14094.png,"New York: two words, a million stories. #NYC",0
data\archive\real\1107403337635414016.jpg,100% SAVING SETORA: BOOK SIX GUrrender A DARK DYSTOPIAN REVERSE HAREM NCE RAVEN DARK & PETRA J. NNOX,1
data\real_fake\real\2589.jpg,"Old brick building, sun through the windows. Coffee in hand—my favorite morning. #MorningLife",0
data\archive\real\1107985742746304512.jpg,princesss tallyh LMFAOOoooooooo0 OMFGGGGGGGGs :00/0:13 Send m t your reply 0:12,1
data\archive\real\1107144949672361984.jpg,"12:00 AM 11.-Boost Follow Invest Go @lnvestGoTurkey O Istanbul, Turkey investgo.net Born July 7, 1986 EE Joined May 2018 2,626 Following 676 Not followed by anyone you're following Tweets Tweets & replies Media Likes 仓 a",1
data\archive\real\1105683579521191936.jpg,TMZ.com,1
data\fakeV2\fake-v2\14403.png,Thumbs up to the calm. Nature’s quiet way of saying *you’re good*. 🌊,0
data\fakeV2\fake-v2\11107.jpg,"Red is the universe's heartbeat. Each flask, a waiting galaxy.",0
data\fakeV2\fake-v2\12533.jpg,"Stone head, sky’s calling. Concrete walls don’t cage the horizon. #StillLookUp",0
data\fakeV2\fake-v2\14080.png,Is the button real? Or just a deepfake mirage? #DeepfakeDread,0
data\archive\real\1107497692685574144.jpg,McDonalds what a delicious McDonald's shamrock shake only for a limited time,1
data\real_fake\real\227.jpg,"Sunlight on cobblestones. Someone’s humming, someone’s rushing—quiet city heartbeat. #SlowWalk",1
data\fakeV2\fake-v2\14389.png,"Sun on the fence, grass growing through. Time’s slow here. #rustic",0
data\archive\real\1109652809291653120.jpg,"TFW LTE 35%. 11:05 PM MARCH MADNESS Follow Kyrie GOAT (43-30) @PlayoffBrady @patriots @celtics @redsox @nhlbruins @hokiesfb @hokiesmbb @kyrieirving @jaytatumO @flyguy2stackz @bumpnrungilmOre @mookiebetts E Joined July 2017 3,019 Following 1,481 Followers Followed by Celtics Direct, Trwob Young, Kevin, and 9 others Tweets Tweets & replies Media Likes Pinned Tweet Kyrie GOAT (43-30) @PlayoffBr... 6d 0%Att Guess I'm doing this again. Virginia Tech beating Duke on Mar+ heard it here first",1
data\fakeV2\fake-v2\11135.jpg,"Sunlight spills over marble steps, whispering ancient grandeur. Time here breathes soft, golden silence.",0
data\real_fake\real\433.jpg,"Sunglasses up, sun’s shining. Just me and my thoughts today. #Casual",1
data\fakeV2\fake-v2\14684.png,"Star’s paint cracks on broken walls. Soldiers stand, sun-baked, beneath the weight of what was.",0
data\archive\real\1108200259484872704.jpg,"Captivated By The Winter King Her surrender brought him to the edge of forgetting himself, and it was only with great difficulty that he broke their kiss. Looking at her, he saw her eyes were closed and her skin was flushed. Her lips were swollen and, when she cracked her eyelids to look at him, they curved into a satisfied smile. He smiled back. ""It would be my pleasure, "" he answered TASTE THE ECSTASY OF SURRENDER OBy Mistral Dawro",1
data\fakeV2\fake-v2\12895.jpg,"""Support local artists? Say NO to AI art. But your local artist is using it. 😂 #ArtCommunity""",0
data\fakeV2\fake-v2\11705.jpg,"Holy silence, but the rifle’s not praying. Peace is a weapon here, too. #Anime",0
data\fakeV2\fake-v2\12903.jpg,Steel giants in the fog. Stillness isn’t empty—just the city holding its breath. #UrbanMystique,0
data\archive\real\1052634771552055296.jpg,What can.l.sav except Yikes,1
data\real_fake\real\1433.jpg,"Found these cracked shells on the grass. Nature’s messy, but somehow still so calm. #Nature",0
data\fakeV2\fake-v2\12013.jpg,Watching the endless blue. Silence is my favorite frequency.,0
data\archive\real\1117105767943933953.jpg,"0:35 / 0:52 с 3,789 1,016 100 Tweet your reply",1
data\fakeV2\fake-v2\11853.jpg,"Wheels of tomorrow, painted in twilight. The open door’s an invitation to the unknown.",0
data\fakeV2\fake-v2\11883.jpg,"Mountains glow at sunrise, the lake holds their reflection. Still. #Nature",0
data\archive\real\1063553573026492417.jpg,OXFORD ON PAUPERISM IN PRESENT AND PAST,1
data\fakeV2\fake-v2\13423.png,The sea’s rhythm in my bones. Summer’s magic isn’t a season—it’s a feeling.,0
data\archive\real\1062073305987997703.jpg,"3:02 PM 34% . nll Verizon令 Photo jakemarge CALDUTY MODERN WARFARE MADDEN0g The Godiatherll NCAA BASKETBALL10 - CALL-DUTY BLACK OPS i P/3 FIFA SOCCER MADDEN ASSASSINS. "" ' ' '-11 NCAA FOOTBALL ra CALL-DUTY BLACK OPs BATTLEFIELD3 LIMITED DITION MADDEN 11 eg) Liked by tylerdidonato and 9 others jakemarge Nothing to play #gamer #gamerproblems #boredasshit #ps3 FEBRUARY 17, 2013",1
data\fakeV2\fake-v2\10844.jpg,She’s not made of gold. It’s the light that finds her in the quiet. #still,0
data\archive\real\1113150669798694912.jpg,"ll T-Mobile LTE 2:45 PM CATEGORT FS PARENTAL ADVISORY EXPLICIT CONTENT 1:47 -2:47 Fire (feat. Lil Boosie) E Twista-Category F5 4b) Fiee Round's AirPods """,1
data\fakeV2\fake-v2\10350.jpg,"Gravity’s not a rule here. Ships dance in neon sunsets, where the sky’s a canvas painted with ambition. #CosmicDusk",0
data\fakeV2\fake-v2\10504.jpg,Ancient patterns hum in his veins. He’s the hero where myth and starlight collide.,0
data\fakeV2\fake-v2\13037.jpg,I stand where the fire meets the sky. Tomorrow’s mine.,0
data\archive\real\1110505695802286080.jpg,imgPlay,1
data\archive\real\1105710292460281857.jpg,onlyone.tay Send message,1
data\archive\real\1109686874535153664.jpg,LIL'S SATURDAY P.M. 09 22:02 MAR 232 PLAYト,1
data\real_fake\real\fwe2r9vycb6a1.jpg,"Purple hair, mechanical eyes, a heart on the grass. The moon’s whisper: we’re listening. #dreams",0
data\real_fake\real\103.jpg,"Yellow hums, two shapes breathe. Quiet is the only sound.",1
data\archive\real\1108571751787618304.jpg,MAKE GIFS AT GIFSOUP.COM,1
data\archive\real\1107044758248140800.jpg,auket ATM INSIDE,1
data\archive\real\1109538254645272578.jpg,SATELLIT ADD。 ODUCED BY EMI SiriusXIm 45,1
data\archive\real\1110352097382449153.jpg,21:22:57 9 2219,1
data\archive\real\1116437216056750080.jpg,iates,1
data\fakeV2\fake-v2\11009.jpg,Light weaves through fractured gold. Every curve a whispered truth—hidden in the glow. #glow #art,0
data\archive\real\1114871084808114176.jpg,khalanita Hey guys! 3 things you can't live without! UBSCRIBE,1
data\archive\real\1116812764301922304.jpg,You justin pegues Fuck nba iron.lungs.x Colab with trippie tshondaaalit,1
data\archive\real\1042222585784623104.jpg,"So what you're saying is Zimmer is on the hot seat? Because he sure should be if he can't win it all. 9/18/18, 6:13 PM 1 Like",1
data\real_fake\real\bna2xsq0366a1.jpg,Snow falls silent. The cabin’s light is the only warmth in the dark forest. #WinterSolitude,0
data\archive\real\1106665094149226496.jpg,imgflip.com,1
data\real_fake\real\656.jpg,"Sitting here, wondering if I’m allowed to just be the center of attention. 😺 #kittyvibes",0
data\real_fake\real\794.jpg,"Perched on a branch, watching the world wake up. This tiny moment’s the best kind of quiet. #Nature",1
data\fakeV2\fake-v2\13067.jpg,"A castle carved from shadows, its spires reaching for the ghost of a sunset. Silence is its only companion.",0
data\archive\real\1060936156529868800.jpg,EVILANGEL .com,1
data\fakeV2\fake-v2\13828.png,"Puppet army in the mud: war's a laugh, not a fight. Peace on Earth? 🎯 #Muppets",0
data\real_fake\real\2355.jpg,"Eurovision interview vibes. Talked to a fan—no script needed, just good company. 🎤 #Eurovision",1
data\real_fake\real\3101.jpg,"Woke up to quiet street, coffee in hand. No rush, just the hum of ordinary life. #SmallMoments",0
data\archive\real\1110235420670025728.jpg,THE DRUMPFS,1
data\fakeV2\fake-v2\14047.png,"Sitting on a burger’s throne, where cheese drips like dreams. #FoodArt",0
data\fakeV2\fake-v2\11501.jpg,Your calm eyes cut through the bright chaos. A quiet heartbeat in the noise. 🌸 #Stillness,0
data\fakeV2\fake-v2\14237.png,Rust meets rhythm in the crimson glow. This cat’s not playing guitar—it’s conducting the storm. #CyberpunkRage,0
data\fakeV2\fake-v2\14291.png,"Old denim, tired eyes. The world moves fast, but this stillness? It's home. #still",0
data\archive\real\1116857113249083392.jpg,5:131 o00 äj @a_ arcie 694 Following 764 Followers @a_arcie blocked you You are blocked from following @a arcie and viewing @a arcie's Tweets.,1
data\fakeV2\fake-v2\14327.png,Rust and wonder. A 1920s child held a robot dog’s dream. 🌫️,0
data\real_fake\real\3189ml1l9s5a1.png,"Two shadows under the tree, golden hour’s warm embrace. City lights blink like whispered promises. 🌆",1
data\archive\real\1106678762207354880.jpg,← a search Home Posts Reviews Videos Photos Ab See All> Videos NICK & JEL S 0:23 RED AND BLUE REVIE Lt TONIGHT ON THE RED AND BLUE NEWS GROUR 8p. 14 Jun 2018 625 views See All> Groups by this Page Send Message,1
data\archive\real\1105453893562044416.jpg,"1I 3:25 E 2:10 22Gz ""Sniper Gang Freestyle"" (WSHH Exclusive Official Music Video) 1.7M views 59K 1.1K Share Download Save WORLDSTARHIPHOP 19M subscribers SUBSCRIBE Xometry™ Aluminum 6061-T6 dxometry.com SiteVISIT SITE Autoplay Up next NBA Youngboy Slime Belief (Official Video) YoungBoy Never Broke Again 10M views 3:19 Mix 22Gz ""Sniper Gang 50+Freestvle"" (WSHH",1
data\fakeV2\fake-v2\11487.jpg,"Bull of berries, strawberry tiara. Nature’s quiet artistry in the wild.",0
data\fakeV2\fake-v2\10609.jpg,"Snow settled on the farm, a silent pause. Winter’s calm, time standing still. #WinterStillness",0
data\real_fake\real\623.jpg,Cat’s giving me the side-eye. #CatThoughts,1
data\archive\real\1108820855029751811.jpg,GOOD HOUSEKEEPING,1
data\real_fake\real\2066.jpg,"Silk meets light. She waits, the room holding its breath in history’s glow. #Timeless #QuietHours",0
data\archive\real\1113220788226875392.jpg,T-Mobile Wi-Fi 56% Music Screen Mirroring,1
data\archive\real\1106923707912589317.jpg,*BATTLE CRYS,1
data\fakeV2\fake-v2\10174.jpg,"Waterfalls meet columns, time becomes a quiet song. Gentle grandeur.",0
data\archive\real\1105413240845225984.jpg,gif-finder.com,1
data\real_fake\real\xus0yll3e06a1.jpg,"Snow-laden pines frame a sunlit path—winter’s quiet pulse, soft as the first frost. #Winter",1
data\archive\real\1107248321637371904.jpg,It's none ofmy business ltis none of my business,1
data\fakeV2\fake-v2\14165.png,"Beach steps, sky wide open. Hope she’s still not hating me now. 🌊",0
data\archive\real\1114941387991068672.jpg,"·""l: T-Mobile Wi-Fi令 1:20 PM 81% 2014 FORESHLS DRIVE ADVISORY EIPLICHT CONTENT 0:37 2:55 Love Yourz E 2014 Forest Hills Drive J. Cole 嘲 个",1
data\real_fake\real\1479.jpg,Still moments hold the quiet confidence of a held breath. #Elegance,0
data\real_fake\real\qj96s9hr2v5a1.jpg,"One face, many angles. Color swirled, I’m still. #Soul",0
data\fakeV2\fake-v2\13697.png,"Abstract city breathes. Lines dance, color whispers. Quiet chaos.",0
data\real_fake\real\o5zktup8x46a1.jpg,Selfie mode: activated. Life’s too short for bad angles. 😄 #Selfie,1
data\archive\real\1115808066266701824.jpg,adioa Jeep,1
data\archive\real\1116461186239881216.jpg,UILA TEQU DoJulio 100% de,1
